13,¿Cuál es la diferencia entre desahucio y renuncia?,Que el desahucio lo ejerce el empleador y la renuncia es una terminación ejercida por el trabajador. Art.75 del CT.
14,¿Me pueden desahuciar estando de vacaciones?,"No, eso está prohibido. La empresa debe esperar su reintegro en la empresa. Art. 75.3 del CT."
15,¿Me pueden desahuciar estando embarazada?,"No, eso está prohibido. La ley prohíbe que un empleador desahucie a una mujer embarazada, incluso, hasta tres meses después de la fecha de parto. Si la desahucia antes de ese plazo, dicha terminación es nula, es decir, que se entiende como no realizada y la empresa debe proceder a reintegrar a la trabajadora, sin perjuicio de los daños y perjuicios que ella pueda solicitar. Artículos 75.1 y 232 del CT."
16,"¿Si la empresa me paga mis estudios, ya sea una carrera, un curso o una maestría, puedo renunciar desde que la misma termine de pagar esos estudios?","No. El trabajador deberá esperar un período igual al doble del utilizado para ese adiestramiento técnico y/o profesional hasta un máximo de 02 años, porque se entiende que la empresa está pagando esos estudios para que el trabajador lo aplique dentro de la misma. Si aún así, el trabajador renuncia antes de ese tiempo, la empresa que pagó los estudios podría demandar al trabajador en daños y perjuicios conjuntamente con el nuevo empleador de éste. Art. 75.4 del CT."
17,¿Qué es el preaviso?,"Es una comunicación que debe dar la parte que decida terminar el contrato a la otra parte para que la misma se prepare y tenga tiempo suficiente para cubrir la plaza que se quedará vacante si es a la empresa y si es al trabajador, para que el mismo se vaya preparando y busque otro empleo."
18,¿Qué es el auxilio de cesantía?,Es un derecho que tiene todo trabajador de recibir una suma de dinero o indemnización cuando la empresa decida terminar su contrato de trabajo por desahucio. Se trata de una especie de ayuda económica para que el trabajador pueda sostenerse en lo que consigue otro empleo.
19,¿Qué son las prestaciones laborales?,Son el preaviso y el auxilio de cesantía. Artículos 76 y 80 del CT.
20,"Si decido renunciar o la empresa decide terminar mi contrato por desahucio, qué plazo tenemos para comunicar esa decisión?","Tanto el trabajador o la empresa deberán dar un preaviso a la otra parte en un tiempo que dependerá de la antigüedad del trabajador: Después de un trabajo continuo no menor de tres meses ni mayor de seis, con un mínimo de siete días de anticipación. Después de un trabajo continuo que exceda de seis meses y no sea mayor de un año, con un mínimo de catorce (14) días de anticipación. Después de un año de trabajo continuo, con un mínimo de veintiocho días de anticipación. Art. 76 del CT."
21,"¿Si decido renunciar de mi trabajo sin otorgarle a mi empleador el preaviso correspondiente, qué pasaría?","La parte que omita el preaviso o lo otorgue de modo insuficiente, deberá pagar a la otra parte una indemnización sustituta equivalente a la renumeración que correspondería al trabajador durante los plazos señalados por el artículo 76. Art. 79 del CT."
22,¿Cómo se calcula el auxilio de cesantía?,"El empleador que ejerza el desahucio debe pagar al trabajador un auxilio de cesantía cuyo importe se fijará de acuerdo con las reglas siguientes: Después de un trabajo continuo no menor de tres meses ni mayor de seis, una suma igual a seis días de salario ordinario; Después de un trabajo continuo no menor de seis meses ni mayor de un año, una suma igual a trece días de salario ordinario. Después de un trabajo continuo no menor de un año ni mayor de cinco, una suma igual a veintiún días de salario ordinario, por cada año de servicio prestado. Después de un trabajo continuo no menor de cinco años, una suma igual a veintitrés días de salario ordinario, por cada año de servicio prestado. Art. 80 del CT."
23,¿Qué son los derechos adquiridos?,"Son los derechos que adquiere el trabajador sin importar como termine su contrato de trabajo. Son: el salario de navidad, las vacaciones y la participación en los beneficios de la empresa. Artículos 177, 219 y 223 del CT."
24,¿Qué es el salario de navidad?,"Se trata de la duodécima parte del salario ordinario devengado por el trabajador en el año calendario. Si el trabajador trabajó el año completo, el salario de navidad sería su sueldo número trece en caso de pagarse de forma mensual o el doble sueldo, es decir, va recibir su sueldo normal de ese mes más un sueldo adicional equivalente a su sueldo base pero sin ningún tipo de descuento. Artículo 219 al 222 del CT."
25,¿Al salario de navidad se le puede hacer descuentos?,"No, el empleador debe entregarlo al trabajador de manera completa, pues no es  susceptible de gravamen, embargo, cesión o venta, ni está sujeto al impuesto sobre la renta. Art.222 del CT."
26,¿Qué son las vacaciones y cuántos días me corresponden?,"Es un período de descanso remunerado que le corresponde a todo trabajador que tenga un año de servicio ininterrumpido dentro de la empresa. Los empleadores tienen la obligación de conceder a todo trabajador un período de vacaciones de catorce (14) días laborables, con disfrute de salario, conforme a la escala siguiente: Después de un trabajo continuo no menor de un año ni mayor de cinco, catorce días de salario ordinario. Después de un trabajo continuo no menor de cinco años, dieciocho días de salario ordinario. Art.177 del CT."
27,"¿Si la empresa me desahucia y no he cumplido un año ininterrumpido de servicio en la empresa, me corresponde algún pago por vacaciones?","Si tiene cinco meses o más de haber trabajado de manera continua, le corresponde un pago proporcional por vacaciones, según una escala establecida. Art. 180 y 182 del CT."
28,"¿Si tengo más de cinco años trabajando para una empresa, cuantos días libres me corresponden?","Catorce días libres y dieciocho días de pago. Luego de cumplir un año de antigüedad, siempre serán catorce días libres, lo que varía es el pago que será de 14 o 18 días. Art. 180 del CT."
29,¿Puedo tomar las vacaciones cuando desee y de forma inmediata?,"No. El trabajador primero debe comunicar a su empleador con suficiente tiempo de antelación en qué período desea tomar sus vacaciones para que la empresa pueda organizase y una vez que se le genere el derecho a las misma, deberá disfrutarlas dentro de los seis meses de  la fecha de adquisición del derecho. Artículos 186 y 188 del CT."
30,¿Qué pasa si cuando tenga derecho a mis vacaciones no me pongo de acuerdo en el período que las deseo tomar y no se lo comunico a la empresa?,"En ese caso, si dentro de los seis meses de  la fecha de adquisición del derecho a las vacaciones no la disfruta, inmediatamente la pierde y no la podrá acumular para el año siguiente. Art. 188 del CT."
31,¿Tengo derecho a fraccionar mis vacaciones cuantas veces desee?,"Las vacaciones solo se podrán fraccionar en diferentes fechas siempre y cuando sea a través de un acuerdo con el empleador. En caso de lo llegarse a tal acuerdo, el trabajador solo podrá fraccionar sus vacaciones en dos partidas, es decir, tomar siete días en un período y siete días en otro. Art. 177 del CT."
32,¿Puedo trabajar en otra empresa mientras estoy de vacaciones?,"No. Durante el período de vacaciones el trabajador no podrá prestar servicios remunerados o no a ningún empleador, pues el objetivo es que pueda descansar del trabajo. Art. 182 del CT."
33,¿Qué es la participación en los beneficios de la empresa (bonificación)?,"Es  un derecho adquirido del trabajador en donde el empleador debe otorgar a todos sus trabajadores una participación equivalente al diez por ciento de las utilidades o beneficios netos anuales a todos sus trabajadores por tiempo indefinido pero solamente cuando la empresa tuvo beneficios en el cierre de su año fiscal. Si tuvo pérdidas, este derecho no se entrega."
34,¿Cómo se calcula la participación en los beneficios de la empresa (bonificación)?,"Una vez la empresa cierre su año fiscal y si a nivel contable se determina que obtuvo beneficios, el 10% de esos beneficios se distribuirá entre todos los trabajadores. La participación individual de cada trabajador no podrá exceder del equivalente a cuarenta y cinco días de salario ordinario para aquellos que hayan prestado servicios por menos de tres años y de sesenta días de salario ordinario para los que hayan prestado servicio durante tres o más años. Art. 223 del CT."
35,¿En qué fecha la empresa debe entregar a sus trabajadores la participación en los beneficios de la empresa (bonificación)?,"Si el empleador obtuvo beneficios, el pago será efectuado a más tardar entre los noventa y los ciento veinte días después del cierre de cada ejercicio económico. Por ejemplo, si el cierre fiscal de la empresa son los 31 de diciembre de cada año, la empresa tiene hasta el 30 de abril del año siguiente para realizar el pago. Art. 224 del CT."
36,¿Todas las empresas tienen el deber de pagar la participación en los beneficios de la empresa (bonificación)?,"No. La ley excluye algunos tipos de empresas que son las siguientes: Las empresas de zonas francas; empresas agrícolas, agrícolas-industriales, industriales, forestales y mineras durante sus primeros tres años de operaciones; y las empresas agrícolas cuyo capital no exceda de un millón de pesos. Art. 226 del CT."
37,¿Puedo exigirle a mi empleador que me enseñe los beneficios que obtuvo en algún año en particular?,"Sí, el trabajador tiene derecho a conocer esos beneficios. Si la empresa se niega a darle esa información o existe discrepancia entre las partes, el trabajador puede acudir al Ministerio de Trabajo para que esta entidad a su vez le requiera a la Dirección General de Impuestos Internos que realice las verificaciones de lugar. Art. 225 del CT."
38,"¿Si mi empleador termina mi contrato de trabajo por desahucio, cuáles son mis derechos?","La empresa tiene el deber de pagar al trabajador lo siguiente: los últimos días trabajados; las prestaciones laborales (auxilio de cesantía y preaviso, en caso de no haberlo otorgado); y mis derechos adquiridos que correspondan o su proporción: vacaciones (si no la había tomado antes), salario de navidad (puede ser pagado hasta el 20 de diciembre de ese año) y participación de los beneficios de la empresa en caso de aplicar y de que se haya generado el derecho. Artículos 76, 80, 86, 177, 219 y 223 del CT."
39,¿Qué tiempo tiene la empresa para entregarme mis prestaciones laborales luego de un desahucio?,La empresa tiene 10 días para pagar a partir de la fecha de la terminación de mi contrato de trabajo. Artículo 86 del CT.
40,¿Qué pasa si mi ex empleador no me otorga las prestaciones laborales en el plazo de los 10 días a partir de la terminación de mi contrato de trabajo por desahucio?,"Sucederá que la empresa deberá pagar un día de salario por cada día de retardo a partir del vencimiento de los diez días luego de la terminación del contrato. Hasta que no realice el pago al trabajador, esos días de salario a favor del ex empleado se irán acumulando a su favor. Artículo 86 del CT."
41,"¿Si renuncio a mi trabajo, cuáles derechos me corresponden?","Sus derechos adquiridos, es decir, a las vacaciones en caso de no haberlas tomado; la proporción de salario de navidad (pudiendo la empresa pagar este derecho a más tardar el 20 de diciembre) y la participación de los beneficios de la empresa en caso de aplicar. Al renunciar, pierde el derecho al auxilio de cesantía."
42,"¿Si renuncio a mi trabajo, cuáles obligaciones debo cumplir?","Antes de hacer efectiva la renuncia, el trabajador está obligado a otorgar un plazo de preaviso para que la empresa pueda tener el tiempo de sustituir la plaza vacante. Dicho plazo dependerá de la antigüedad del trabajador: Después de un trabajo continuo no menor de tres meses ni mayor de seis, debe avisar de su renuncia con un mínimo de siete días de anticipación. Después de un trabajo continuo que exceda de seis meses y no sea mayor de un año, con un mínimo de catorce (14) días de anticipación. Después de un año de trabajo continuo, con un mínimo de veintiocho días de anticipación. Si el trabajador no otorga el plazo que le corresponde, deberá pagarle esos días a la empresa. Artículos 76 y 79 del CT."
43,¿Qué es un despido?,Es cuando el empleador decide terminar el contrato del trabajador por una falta cometida por éste. Art. 87 del CT.
44,¿Cuáles son las causas por las cuales mi empleador puede despedirme?,"Las causas son varias y están enumeradas de manera exacta en el artículo 88 del código de trabajo. Entre ellas están la desobediencia en sus funciones, falta de dedicación, ausentarse de su puesto de trabajo dos veces dentro de un mismo mes sin haber justificado esas ausencias, cometer actos deshonestos, negarse a realizar las funciones por las cuales fue contratado, entre otras."
45,"¿Si tengo que faltar un día a mi puesto de trabajo, qué tiempo tengo para llevarle la excusa a mi empleador?","Una vez deja de asistir a un día de trabajo, tiene un plazo de veinticuatro horas para justificar esta ausencia. Si deja pasar ese plazo, la empresa entenderá que se trata de una ausencia injustificada. Art. 58 del CT."
46,"¿Si ante una demanda, el juez declara que mi despido fue realizado de manera injusta por la empresa, cuáles son mis derechos?","Tendrá derecho a sus prestaciones laborales (preaviso y auxilio de cesantía); Derechos adquiridos: vacaciones, salario de navidad, participación de los beneficios de la empresa o la parte proporcional por estos conceptos en caso de aplicar; una indemnización equivalente a una suma igual a los salarios que habría recibido el trabajador desde el día de la demanda hasta la sentencia, sin que la suma exceda a los salarios correspondientes a seis meses; y una indemnización por los daños y perjuicios ocasionados al trabajador. Art. 95, 76, 80, 86, 177, 219 y 223 del CT."
47,"¿Si ante una demanda, el juez declara que mi despido fue realizado de manera correcta por la empresa porque se probó la falta que cometí, cuáles son mis derechos?","No tendrá derecho a prestaciones laborales pero sí a sus derechos adquiridos: vacaciones, salario de navidad, participación de los beneficios de la empresa o la parte proporcional por estos conceptos en caso de aplicar. Artículo 94, 76, 80, 86, 177, 219 y 223 del CT."
48,¿Qué tiempo tiene la empresa para ejecutar un despido cuando se entera de la falta del trabajador?,"Tiene un plazo de quince días a partir del día que se enteró de la falta. Si deja pasar ese plazo y realiza el despido más adelante, se declará caduco y se le concederá la razón al trabajador."
49,"¿Cuándo me entregan una carta de despido por una falta cometida, qué debe hacer la empresa después?","Debe comunicar esa carta con indicación de las causas al Ministerio de Trabajo (Representación Local que corresponda) dentro del plazo de las 48 horas a partir de que se notificó el despido. Si no comunica esa carta en dicho plazo, el despido se considerará injustificado y sin ninguna consecuencia para el trabajador. Art. 93 del CT."
50,"¿Puede mi empleador despedirme estando de vacaciones, de licencia médica o licencia por maternidad?","Sí, una empresa puede despedir a un trabajador a pesar de tener su contrato de trabajo suspendido por esas causas porque se toma en cuenta la gravedad de la falta cometida y el plazo de los quince días que tiene el empleador para realizar un despido. Lo que está prohibido es el desahucio por parte de la empresa cuando la suspensión del contrato es por una causa inherente al trabajador. (Sentencias de la Suprema Corte de Justicia)."
51,¿Qué es una dimisión?,"Es un tipo de terminación de contrato de trabajo que realiza el trabajador por una falta cometida por su empleador. Si el trabajador prueba la justa causa que lo llevó a la dimisión, será justificada y cuando no pueda hacerlo, será injustificada. Art. 96 del CT."
52,¿Cuáles son las causas por las cuales puedo terminar mi contrato de trabajo por dimisión?,"Las causas son varias y están enumeradas en el artículo 96 del código de trabajo. Entre ellas están: por no pagar el salario completo al trabajador; por hacerle reducciones ilegales al salario; por obligarlo hacer un trabajo distinto al contratado; por obligarlo a cambiar del lugar de residencia en ocasión del trabajo; por actos o intentos de violencia, falta de honradez, injurias o malos tratos en contra del trabajador o de su familia, entre otras."
53,"¿Una vez se haya cometido una falta en mi contra, qué tiempo tengo para notificar una dimisión?","El trabajador tiene quince días para dimitir a partir de la fecha en que se ha generado este derecho. Si deja pasar ese plazo, no obstante haber recibido el daño por parte de la empresa, perderá el derecho a la dimisión porque la misma será afectada de caducidad. Art. 98 del CT."
54,¿Cuál es el procedimiento para notificar una dimisión a mi empleador?,"Preparar y entregar una carta dirigida a su empleador indicando las causas de su dimisión y dentro del plazo de las cuarenta y ocho horas, deberá notificar esta carta con indicación de las causas al Ministerio de Trabajo (Representación Local que corresponda). La dimisión que no se comunique al Ministerio de Trabajo en ese plazo, se considerará injustificada y el trabajador perderá sus derechos. Se recomienda que el trabajador busque asesoría legal para esos fines. Art. 100 del CT."
55,¿Puedo comunicar una dimisión directamente al Ministerio de Trabajo sin notificarla a mi empleador?,"Sí, es posible. La dimisión que se presente al Ministerio de Trabajo (Representación Local que corresponda) de manera directa con indicación de las causas, no se tiene la obligación de presentarla al empleador dentro del plazo de las cuarenta y ocho horas, no obstante, siempre se recomienda notificarla a la empresa para que tenga conocimiento. Se recomienda que el trabajador busque asesoría legal para esos fines. Art. 100 del CT."
56,"¿Si ante una demanda, el juez declara que mi dimisión reposa en justa causa,  cuáles son mis derechos?","Si el tribunal declara la dimisión justificada, el trabajador tendrá derecho a: prestaciones laborales (preaviso y auxilio de cesantía); Derechos adquiridos o su proporción en caso de aplicar: vacaciones, salario de navidad y participación de los beneficios de la empresa; una indemnización equivalente a una suma igual a los salarios que habría recibido el trabajador desde el día de la demanda hasta la sentencia, sin que la suma exceda a los salarios correspondientes a seis meses; y una indemnización por los daños y perjuicios ocasionados al trabajador. Art. 101, 76, 80, 86, 177, 219 y 223 del CT."
57,"Si ante una demanda, el juez declara que la dimisión que notifiqué no tenía justificación, cuales son mis derechos y obligaciones?","No tendrá derecho a prestaciones laborales pero sí a sus derechos adquiridos: vacaciones, salario de navidad, participación de los beneficios de la empresa o la parte proporcional por estos conceptos en caso de aplicar. En cuanto a la obligación del trabajador, el juez resolverá el contrato de trabajo por culpa del mismo y lo condenará a pagar una indemnización a favor de la empresa igual al importe del preaviso de acuerdo a su antigüedad. Artículo 102, 76, 80, 86, 177, 219 y 223 del CT."
58,¿Qué es la asistencia económica?,Es una ayuda o indemnización que el código de trabajo prevé para entregarla al trabajador o a sus familiares cuando el contrato de trabajo termina por una causa ajena a la voluntad de las partes. Dichas causas están enumeradas de manera exacta en el Art. 82 del CT.
59,Cuáles son las causas para que me entreguen el derecho a la asistencia económica?,"Esas causas está enumeradas en el artículo 86 del código de trabajo: 1. Por la muerte del empleador o su incapacidad física o mental, siempre que estos hechos produzcan como consecuencia la terminación del negocio. 2. Por la muerte del trabajador o su incapacidad física o mental o inhabilidad para el desempeño de los servicios que se obligó a prestar. 3. Por enfermedad del trabajador o ausencia cumpliendo las obligaciones a que se refiere el ordinal 3. del artículo 51 u otra causa justificada que le haya impedido concurrir a sus labores por un período total de un año, desde el día de su primera inasistencia. 4. Por agotamiento de la materia prima objeto de una industria extractiva. 5. Por quiebra de la empresa, siempre que cese totalmente la explotación del negocio o por su cierre o reducción definitiva de su personal, resultantes de falta de elementos para continuar la explotación incosteabilidad de la misma u otra causa análoga, con la aprobación del Departamento de Trabajo, en la forma establecida en el artículo 56. Artículos 82, 51.3 y 56 del CT."
60,"¿Si el dueño de la empresa donde trabajo muere o se incapacita física o mentalmente y el negocio termina, cuáles derechos me corresponden?","Tiene el derecho a la asistencia económica más los derechos adquiridos que le correspondan. Artículos 82.1, 177, 219 y 223 del CT."
61,"¿Si mi padre trabaja para una empresa y el mismo fallece, a los familiares nos corresponde algún derecho?","Sí, tienen el derecho a la asistencia económica más los derechos adquiridos que le hubiesen correspondido a su padre antes de fallecer. Artículos 82.2, 177, 219 y 223 del CT."
62,"¿Si mi padre trabaja para una empresa y el mismo fallece o se incapacita de manera definitiva, a cuales miembros de nuestra familia le corresponde la asistencia económica?","En este caso, la asistencia económica se pagará a la persona que el trabajador hubiere designado en declaración hecha ante el Departamento de Trabajo o la autoridad local que ejerza sus funciones, o ante un notario. A falta de esta declaración, el derecho pertenecerá por partes iguales y con derecho de acrecer, al cónyuge y a los hijos menores del trabajador, y a falta de ambos a los ascendientes mayores de sesenta años o inválidos, y a falta de estos últimos, a los herederos legales del trabajador. Art. 82.2 del CT."
63,"¿Si mi esposo se incapacita de manera definitiva por lo que no puede trabajar más, a quién le corresponde la asistencia económica?","Si el mismo se encuentra incapacitado físico o mentalmente para recibir sus derechos, lo recibirá la persona que lo tenga bajo su cuidado. Art. 82.2 del CT."
64,¿Cómo se calcula la asistencia económica?,"Cuando el trabajador haya tenido una antigüedad o un trabajo continuo no menor de tres meses ni mayor de seis, le corresponderá cinco días de salario ordinario; cuando haya tenido un trabajo continuo no menor de seis meses ni mayor de un año, diez días de salario ordinario; y cuando haya tenido un año de trabajo continuo, le corresponderá quince días de trabajo ordinario por cada año de servicio prestado. Art. 82 del CT."
65,"¿Qué tiempo tiene el trabajador para demandar a su empleador por desahucio, dimisión justificada o despido injustificado?","El trabajador tiene dos meses para demandar a la empresa, a partir del día siguiente de la terminación del contrato y no puede reclamar derechos nacidos con anterioridad al año de haberse terminado el contrato. Si deja pasar ese plazo, perderá el derecho a accionar en justicia. Artículos 702 y 704 del CT."
66,¿Qué tiempo tiene el trabajador o sus familiares para demandar a su empleador por asistencia económica?,"El trabajador o sus familiares tienen tres meses para demandar a la empresa, a partir del día siguiente de la terminación del contrato y no puede reclamar derechos nacidos con anterioridad al año de haberse terminado el contrato. Si deja pasar ese plazo, perderá el derecho a accionar en justicia. Artículos 703 y 704 del CT."
67,"¿Una empresa o empleador puede cambiarme las condiciones de mi contrato de trabajo, como por ejemplo, cambiarme mis funciones, cambiarme de puesto y de horario, reducirme el salario o enviarme a otra ciudad?","La empresa puede introducir cambios en el contrato, siempre y cuando no afecte sus condiciones esenciales ni causen perjuicio material y moral al trabajador. Algunas de las condiciones esenciales son el salario, horario de trabajo y ciudad donde trabaja de manera permanente, puntos que no pueden ser cambiados, salvo que se cuente con la debida autorización del empleado. Sin embargo, hay otros puntos que el empleador sí puede cambiar de manera directa, como por ejemplo, implementar cambios en las funciones que desempeña el empleado y cualquier otro punto pero que no le afecte en el aspecto moral y económico. Art. 41 del CT."
68,"Si cometo una falta, ¿qué puede hacer la empresa donde trabajo?","La empresa puede aplicarle una amonestación (llamado de atención) ya sea verbal o por escrito; anotar dicha falta en el expediente del empleado indicando la gravedad de la misma; o puede terminar el contrato de trabajo por despido justificado, es decir, por la falta cometida, no teniendo derecho al pago de las prestaciones laborales (preaviso y cesantía), sino, solamente a los derechos adquiridos (vacaciones, salario de navidad y participación en los beneficios de la empresa -en caso de aplicar). Artículos 42 y 88 del código de trabajo."
69,"¿En caso de una sospecha por robo, un empleado de seguridad de una empresa puede tocar mis partes íntimas a la salida de mi jornada de trabajo para verificar que no me haya llevado ningún bien de la empresa?","No es posible porque afectaría de forma manifiesta y discriminada la dignidad del trabajador. Las empresas sí pueden someter sistemas de controles personales del trabajador destinado a la protección de los bienes del empleador, siempre y cuando se salvaguarde la dignidad del mismo y se hagan de manera discreta y según criterios dependiendo el tipo de empresa. Cualquier sistema de control personal que instale una empresa, debe ser notificado al Ministerio de Trabajo. Art. 43 del CT."
70,¿Es obligatorio someterme a exámenes médicos cuando empiece a trabajar?,"Si la empresa lo requiere sí porque es una obligación del trabajador, ya que el empleador tiene el derecho de comprobar que el trabajador no padezca de alguna incapacidad o enfermedad contagiosa que lo imposibilite realizar su trabajo. Art. 44.1 del CT."
71,¿Puede una empresa desahuciarme por tener SIDA o cáncer?,"No. En caso de hacerlo, sería totalmente discriminatorio y contrario al código de trabajo y a la ley general de salud, pues si no se trata de una enfermedad infectocontagiosa por la sola presencia del empleado en una empresa, el mismo podría realizar sus funciones sin afectar a los demás. Art. 44.1 del CT."
72,"¿Si la empresa me concede una vivienda como un beneficio de mi contrato de trabajo y luego me desahucia, qué tiempo tengo para desocuparla?",Tiene 45 días a partir de la fecha de la terminación del contrato de trabajo. Art. 45.10 del CT.
73,¿Cuáles cosas tengo prohibidas como trabajador dentro de una empresa y que consecuencias tendría en caso de violarlas?,"Las que cada empresa establezca dentro de sus normas y políticas, pero también el código de trabajo establece unas prohibiciones de manera expresa: presentarse en estado de embriaguez al trabajo; portar armas de cualquier tipo; hacer colectas dentro de la jornada de trabajo; usar los útiles o herramientas de la empresa para un uso distinto al destinado, al menos que se cuente con la debida autorización; extraer de la empresa útiles de trabajo o materia prima; y hacer dentro del trabajo cualquier tipo de propaganda religiosa o política. Aparte de éstas, también están las violaciones al contrato de trabajo que son causas de un despido justificado. Art. 45 y 88 del CT."
74,¿Cuáles son los efectos de una suspensión del contrato de trabajo?,El trabajador no está obligado a prestar el servicio ni la empresa a pagar el salario. Las obligaciones de ambas partes cesan hasta que se termine el motivo de la suspensión. Art. 50 del CT.
75,¿Por cuáles motivos puede suspenderse mi contrato de trabajo?,"Un contrato de trabajo puede suspenderse a causa del trabajador; a causa del empleador; por un caso fortuito o de fuerza mayor; por el consentimiento de ambas partes; o por una huelga o paro legal.  La suspensión a causa del trabajador son:   -	El descanso por maternidad de la mujer trabajadora; -	El hecho de que el trabajador esté cumpliendo obligaciones legales que lo imposibiliten temporalmente para prestar sus servicios al empleador; -	La detención, arresto o prisión preventiva del trabajador; -	Los accidentes que ocurran al trabajador cuando sólo le produzca una incapacidad temporal. -	La huelga legal. La suspensión a causa del empleador son:	-	La falta o insuficiencia de materia prima siempre que no sea imputable al empleador. -	La falta de fondos para la continuación normal de los trabajos, si el empleador justifica plenamente la imposibilidad de obtenerlos. -	El exceso de producción con relación a la situación económica de la empresa y a las condiciones del mercado.  -	La incosteabilidad de la explotación de la empresa. -	El paro calificado legal. (Artículos 51, 411 y 416 del CT.)	"
76,¿Si me suspenden el contrato de trabajo significa que voy a salir de manera definitiva de la empresa?,"No, no implica una terminación del contrato, es solamente una suspensión temporal y cuando cesen los motivos, el contrato de trabajo continúa igual. Art. 49 del CT."
77,"¿Si tengo un problema legal y me llevan preso, qué pasa con mi contrato de trabajo?","Su contrato de trabajo se suspende hasta que un tribunal conozca su caso y se emita una sentencia definitiva de absolución o condena. Si lo absuelven, la empresa tiene el deber de reintegrarlo a su trabajo pero si lo condenan y ya es una sentencia definitiva, la empresa tiene el derecho de terminar su contrato de trabajo por despido justificado, lo cual no lleva el pago de las prestaciones laborales, sino solamente de los derechos adquiridos. Art. 51.5 y 88.18 del código de trabajo."
